student_id,age,country_region,device_type,education_background,course_level,course_category,course_start_date,week_of_year,sessions,time_spent_hours,videos_watched,quiz_attempts,assignments_submitted,forum_posts,avg_quiz_score,attendance_rate,completion_status,final_score
700926,27,Asia,Mobile,HighSchool,Intermediate,Design,2024-08-21,34,22,,17,8,3,0,,0.843,0,64.4
700927,26,Africa,Mobile,HighSchool,Beginner,Marketing,2024-07-18,29,9,6.8,21,8,6,1,64.6,0.955,1,73.1
700928,27,Oceania,Laptop,Undergrad,Intermediate,Programming,2024-06-30,26,21,14.4,20,4,7,2,84.1,0.936,1,100
700929,22,Asia,Laptop,Graduate,Advanced,Business,2024-07-16,29,15,9.6,20,14,3,1,66.2,0.939,0,86.4
700930,33,Europe,Mobile,WorkingPro,Advanced,Marketing,2024-05-18,20,27,9.9,31,7,5,3,50.4,0.662,0,50.9
700931,16,Americas,Laptop,WorkingPro,Intermediate,Data,2024-12-09,50,20,15.1,19,13,6,2,27.3,0.884,0,41.8
700932,21,Asia,Mobile,Undergrad,Advanced,Data,2024-10-16,42,31,19.5,39,7,6,2,48,0.757,0,60.9
700933,31,Africa,Laptop,Graduate,Beginner,Data,2024-05-28,22,29,6.2,24,3,3,1,78.6,1,1,86.2
700934,18,Europe,Mobile,HighSchool,Advanced,Programming,2024-11-24,47,18,25.3,25,8,9,3,86.9,0.855,1,93.4
700935,27,Oceania,Laptop,Graduate,Beginner,Data,2024-08-20,34,5,9.1,11,8,5,1,55.9,0.768,0,64.6
700936,18,Americas,Laptop,Undergrad,Beginner,Marketing,2024-11-04,45,3,12.4,3,10,7,1,86.8,0.807,1,95.6
700937,30,Americas,Laptop,HighSchool,Beginner,Data,2024-02-22,8,11,8,21,7,1,2,57.1,0.669,0,74.5
700938,32,Africa,Mobile,Undergrad,Beginner,Data,2024-11-15,46,20,5.6,26,6,4,3,57,0.909,1,84.6
700939,31,Africa,Tablet,Undergrad,Intermediate,Programming,2024-02-01,5,24,35.5,27,9,3,1,50.8,0.853,0,71.2
700940,19,Americas,Laptop,WorkingPro,Beginner,Business,2024-07-04,27,15,11.4,9,5,5,0,65.4,0.756,0,55.1
700941,22,Africa,Mobile,Undergrad,Beginner,Programming,2024-06-29,26,31,9.4,53,9,1,2,79.4,0.888,1,81.7
700942,26,Americas,Laptop,Undergrad,Beginner,Business,2024-03-02,9,17,50.2,23,5,3,1,56.1,,0,55
700943,17,Africa,Tablet,Undergrad,Intermediate,Data,2024-02-11,6,13,55.9,25,9,8,1,51.8,0.886,0,83.8
700944,22,Europe,Tablet,WorkingPro,Beginner,Marketing,2024-02-06,6,9,10.7,20,7,2,2,61.4,0.854,0,64.6
700945,25,Asia,Laptop,Undergrad,Advanced,Programming,2024-04-04,14,20,21.7,17,8,4,1,67.2,0.822,0,77.8
700946,21,Africa,Laptop,Undergrad,Intermediate,Data,2024-04-03,14,16,14.2,16,4,6,0,58.2,0.968,1,71.6
700947,21,Americas,Laptop,Graduate,Intermediate,Business,2024-06-18,25,20,21.5,30,8,5,1,60.1,0.786,0,69.8
700948,28,Americas,Mobile,HighSchool,Beginner,Marketing,2024-03-16,11,15,13.3,4,6,4,2,47.9,0.635,0,61.3
700949,18,Americas,Mobile,Undergrad,Intermediate,Programming,2024-01-17,3,29,15.4,22,9,3,0,65.9,0.712,0,51
700950,38,Africa,Mobile,Undergrad,Beginner,Business,2024-02-06,6,28,5.1,46,3,5,0,69.6,0.745,0,68
700951,20,Africa,Mobile,Undergrad,Intermediate,Business,2024-09-25,39,28,11.1,59,4,5,1,77.9,0.818,0,75.5
700952,19,Africa,Mobile,Undergrad,Beginner,Programming,2024-04-28,17,38,14.7,48,8,3,5,83.3,0.869,1,90
700953,16,Europe,Mobile,HighSchool,Intermediate,Programming,2024-07-06,27,24,21.9,29,5,4,1,70.1,0.861,1,89.2
700954,28,Americas,Laptop,HighSchool,Intermediate,Data,2024-07-10,28,12,7.1,25,4,5,0,60.9,0.817,0,48.9
700955,17,Africa,Mobile,Undergrad,Intermediate,Programming,2024-09-29,39,10,35.1,20,5,5,2,82.2,0.796,1,88.5
700956,16,Asia,Tablet,HighSchool,Intermediate,Programming,2024-08-23,34,42,11.5,46,5,5,1,53.1,0.922,0,68.7
700957,32,Asia,Mobile,Undergrad,Intermediate,Design,2024-07-13,28,22,10.5,22,3,5,3,33.3,0.861,0,56.3
700958,30,Oceania,Tablet,Undergrad,Intermediate,Programming,2024-08-25,34,21,11.5,17,12,3,2,73.3,0.846,1,94.2
700959,21,Asia,Tablet,WorkingPro,Intermediate,Design,2024-05-24,21,14,16.2,33,7,1,0,58.1,0.891,0,77
700960,23,Asia,Mobile,HighSchool,Beginner,Data,2024-04-07,14,3,28.8,0,6,4,1,76.9,0.581,0,57.1
700961,26,Americas,Mobile,Undergrad,Beginner,Business,2024-03-21,12,20,14.3,28,8,2,1,72.2,0.89,0,61.2
700962,23,Europe,Mobile,HighSchool,Beginner,Business,2024-11-16,46,13,39,18,8,7,3,76.8,0.904,1,99.1
700963,28,Asia,Mobile,WorkingPro,Beginner,Business,2024-02-15,7,7,29.3,5,6,4,2,69.7,0.774,0,66.5
700964,31,Americas,Laptop,WorkingPro,Intermediate,Design,2024-04-12,15,17,18.3,20,4,4,1,66.9,0.409,0,66.7
700965,23,Americas,Mobile,Undergrad,Advanced,Business,2024-08-30,35,10,10.2,0,7,5,4,64.8,0.701,0,53.9
700966,31,Americas,Mobile,HighSchool,Beginner,Marketing,2024-06-02,22,12,38.9,14,9,6,0,57.8,,1,86.1
700967,18,Africa,Laptop,Undergrad,Beginner,Data,2024-05-25,21,11,29.3,24,5,2,4,52.7,0.84,0,62.6
700968,25,Americas,Mobile,Undergrad,Beginner,Data,2024-06-17,25,18,29,10,6,4,0,61.4,0.891,0,62.7
700969,29,Asia,Laptop,Graduate,Intermediate,Business,2024-03-31,13,14,12.3,15,9,1,2,62.5,0.796,0,51.5
700970,16,Americas,Mobile,Undergrad,Beginner,Data,2024-01-08,2,8,5.7,0,6,3,1,55.1,0.945,0,66.8
700971,23,Asia,Laptop,Undergrad,Beginner,Programming,2024-06-15,24,19,39.9,31,11,4,4,66.4,0.699,1,81.1
700972,17,Americas,Mobile,Undergrad,Beginner,Business,2024-08-22,34,43,18.6,73,6,1,0,85.1,0.868,1,100
700973,16,Asia,Mobile,WorkingPro,Beginner,Data,2024-10-21,43,7,10.7,13,6,4,2,67.1,0.845,0,67.8
700974,25,Asia,Mobile,Undergrad,Intermediate,Data,2024-03-05,10,19,17.7,27,5,6,1,90.6,0.759,1,94.1
700975,18,Asia,Laptop,Undergrad,Intermediate,Programming,2024-10-10,41,5,30,14,5,5,3,57.1,1,0,74
700976,36,Europe,Mobile,WorkingPro,Beginner,Business,2024-05-15,20,13,30.6,26,7,5,1,70.2,0.837,0,60.5
700977,24,Africa,Laptop,Undergrad,Beginner,Design,2024-12-23,52,11,12.4,17,4,2,3,60.6,0.804,0,60.2
700978,25,Americas,Laptop,Undergrad,Intermediate,Data,2024-04-26,17,11,32,25,9,2,2,64.6,0.826,0,69.5
700979,27,Asia,Laptop,WorkingPro,Beginner,Business,2024-08-06,32,16,22.1,21,5,10,2,80.3,0.87,1,100
700980,24,Europe,Mobile,WorkingPro,Beginner,Marketing,2024-01-19,3,28,29.1,48,9,2,0,78.8,0.775,1,92.1
700981,21,Oceania,Mobile,HighSchool,Intermediate,Data,2024-06-11,24,5,21.5,10,6,4,0,88,0.844,1,60.3
700982,35,Europe,Laptop,Graduate,Intermediate,Programming,2024-03-09,10,29,16.8,33,7,5,0,67.9,1,1,86.1
700983,26,Europe,Tablet,WorkingPro,Advanced,Design,2024-07-24,30,5,7.5,11,3,4,1,72.5,0.85,1,74.5
700984,23,Europe,Mobile,Undergrad,Beginner,Programming,2024-04-23,17,16,20.2,1,8,4,2,58.4,0.943,0,71.6
700985,32,Asia,Mobile,Graduate,Intermediate,Data,2024-02-08,6,28,9.3,26,7,4,1,71.1,0.701,0,61.2
700986,26,Americas,Laptop,Undergrad,Advanced,Business,2024-12-19,51,16,37.6,13,8,3,2,87.6,0.993,1,100
700987,16,Asia,Tablet,Undergrad,Intermediate,Marketing,2024-07-12,28,16,8.7,0,4,7,1,60.6,0.842,0,61.3
700988,23,Europe,Mobile,HighSchool,Beginner,Data,2024-08-21,34,9,47.7,8,7,5,3,71.4,0.63,0,78.7
700989,21,Oceania,Laptop,Undergrad,Intermediate,Business,2024-04-05,14,21,33,24,7,3,2,54.7,0.922,0,74.4
700990,28,Asia,Laptop,HighSchool,Beginner,Data,2024-12-16,51,7,20.9,15,4,5,2,79,0.672,0,63.8
700991,16,Asia,Laptop,WorkingPro,Advanced,Data,2024-08-15,33,25,8.1,24,6,8,2,61.8,0.828,1,100
700992,36,Asia,Mobile,WorkingPro,Intermediate,Data,2024-02-14,7,27,50.6,54,4,5,1,50.7,0.83,1,82.6
700993,23,Asia,Mobile,WorkingPro,Intermediate,Business,2024-04-27,17,8,22.2,0,8,7,0,59.3,0.943,1,77.2
700994,28,Oceania,Laptop,Undergrad,Advanced,Design,2024-02-15,7,7,25.4,28,4,4,0,78.2,0.645,0,77.6
700995,38,Asia,Mobile,Undergrad,Beginner,Business,2024-09-12,37,43,22.5,34,7,3,4,53.9,1,0,41.5
700996,30,Europe,Tablet,Undergrad,Intermediate,Programming,2024-02-15,7,12,7.1,14,6,0,0,87.4,0.905,0,59.7
700997,34,Asia,Mobile,Undergrad,Beginner,Business,2024-02-17,7,16,14.5,20,8,1,2,61.3,0.618,0,61.5
700998,16,Americas,Mobile,Graduate,Beginner,Design,2024-05-13,20,12,32.1,22,8,3,0,77.6,0.694,1,84.3
700999,35,Africa,Laptop,Undergrad,Beginner,Data,2024-01-12,2,22,7.4,28,7,1,4,91.1,0.686,0,85.9
701000,22,Americas,Mobile,Undergrad,Beginner,Marketing,2024-08-16,33,3,19.7,0,5,2,4,55.2,0.907,0,59.1
701001,22,Europe,Mobile,Undergrad,Advanced,Data,2024-11-05,45,8,13.1,2,4,4,2,35.9,0.644,1,55
701002,28,Europe,Laptop,Graduate,Beginner,Business,2024-05-20,21,24,5.4,38,8,0,2,60.1,0.835,1,80.7
701003,25,Europe,Mobile,HighSchool,Beginner,Marketing,2024-07-31,31,15,28.4,13,4,3,0,67.7,0.605,0,65.2
701004,20,Europe,Laptop,Undergrad,Beginner,Programming,2024-07-13,28,15,13.2,27,10,3,2,64.4,0.85,0,60.2
701005,28,Americas,Laptop,HighSchool,Advanced,Programming,2024-12-14,50,17,12.5,23,8,0,2,63.6,0.85,0,70.1
701006,25,Asia,Laptop,Undergrad,Beginner,Marketing,2024-07-16,29,51,21.3,86,11,5,2,82.9,1,1,94.5
701007,25,Americas,Mobile,WorkingPro,Advanced,Data,2024-08-13,33,17,14.1,18,6,1,3,73.9,0.687,0,75
701008,30,Americas,Laptop,Undergrad,Intermediate,Data,2024-11-30,48,14,30.8,19,12,3,3,78.5,0.575,0,64.5
701009,23,Americas,Laptop,HighSchool,Beginner,Business,2024-04-18,16,31,14.9,38,8,3,3,62.4,0.886,0,79
701010,24,Asia,Laptop,WorkingPro,Advanced,Data,2024-12-27,52,24,15.5,27,7,4,0,78.9,0.891,1,88.2
701011,30,Europe,Tablet,Undergrad,Beginner,Data,2024-06-12,24,7,17.7,12,12,1,1,58.9,0.769,0,51.4
701012,17,Oceania,Tablet,Undergrad,Beginner,Programming,2024-11-14,46,13,3.8,20,11,3,1,30.8,0.757,0,40.7
701013,21,Americas,Mobile,Graduate,Beginner,Programming,2024-09-06,36,12,3.3,0,3,2,2,48.1,0.964,0,66.3
701014,27,Asia,Mobile,Undergrad,Beginner,Marketing,2024-04-27,17,20,11.9,15,9,2,1,48.9,0.848,0,69.3
701015,20,Americas,Mobile,Graduate,Beginner,Marketing,2024-03-12,11,9,19.5,8,9,1,1,79.9,0.925,0,62.3
701016,35,Africa,Mobile,Undergrad,Beginner,Data,2024-08-10,32,28,9.1,40,8,2,2,69.1,1,1,93.4
701017,27,Asia,Mobile,Undergrad,Intermediate,Programming,2024-08-03,31,41,21.9,44,3,6,1,63.2,0.994,0,82.6
701018,26,Europe,Mobile,Undergrad,Intermediate,Data,2024-06-26,26,8,24.6,14,8,2,3,82.7,0.764,0,84.2
701019,16,Africa,Laptop,Undergrad,Beginner,Data,2024-05-12,19,19,28.1,40,5,5,0,77.6,0.786,0,74.2
701020,31,Asia,Mobile,Graduate,Advanced,Design,2024-04-22,17,20,18.3,19,6,2,1,75.8,0.822,1,89.2
701021,24,Americas,Mobile,HighSchool,Intermediate,Data,2024-02-03,5,13,8.9,14,10,5,3,75.3,0.937,0,75.2
701022,16,Asia,Mobile,Graduate,Intermediate,Programming,2024-12-29,52,18,19.3,29,9,3,2,71.6,0.837,0,62.1
701023,23,Asia,Mobile,WorkingPro,Beginner,Data,2024-05-30,22,16,19.1,22,7,2,1,76,0.817,0,82.1
701024,18,Asia,Mobile,Graduate,Intermediate,Business,2024-07-12,28,23,1.9,36,6,0,3,64.7,0.831,0,47.6
701025,34,Africa,Laptop,WorkingPro,Intermediate,Design,2024-02-01,5,14,24.7,18,6,3,0,59.5,0.833,0,66.5
701026,24,Asia,Laptop,Undergrad,Intermediate,Marketing,2024-04-15,16,6,16.9,11,6,2,3,63.3,0.697,1,84.5
701027,20,Asia,Laptop,WorkingPro,Intermediate,Design,2024-07-05,27,9,33.2,2,6,3,0,76,0.776,0,73.2
701028,26,Asia,Mobile,Graduate,Advanced,Design,2024-04-09,15,29,20.1,51,8,3,2,58.5,0.869,1,89.3
701029,18,Africa,Laptop,Undergrad,Intermediate,Business,2024-01-03,1,42,14.7,55,6,0,3,78.2,0.839,1,87
701030,38,Americas,Mobile,WorkingPro,Advanced,Programming,2024-10-28,44,41,4.6,50,6,9,2,41.4,0.943,0,55.8
701031,16,Asia,Laptop,Undergrad,Intermediate,Programming,2024-09-18,38,18,21.3,22,8,4,6,68.3,0.826,0,78.2
701032,28,Asia,Laptop,Undergrad,Intermediate,Marketing,2024-10-23,43,22,17.5,40,7,4,1,61.9,0.889,1,77.4
701033,16,Oceania,Tablet,HighSchool,Beginner,Business,2024-02-26,9,11,44.8,15,7,4,0,96.7,0.871,1,100
701034,36,Europe,Laptop,Graduate,Beginner,Data,2024-05-30,22,15,13.2,20,12,3,2,44.5,0.804,0,62.1
701035,20,Americas,Tablet,Undergrad,Intermediate,Data,2024-08-28,35,28,30.8,32,8,4,0,60.6,1,0,70.3
701036,27,Europe,Mobile,WorkingPro,Intermediate,Programming,2024-11-29,48,14,21.1,16,2,7,0,77.8,0.95,1,92.6
701037,28,Europe,Laptop,WorkingPro,Intermediate,Business,2024-08-08,32,26,23,36,6,2,1,44.1,0.723,0,60.2
701038,20,Asia,Laptop,Graduate,Intermediate,Programming,2024-11-10,45,22,17.9,40,3,2,0,48.7,0.995,1,88.5
701039,27,Oceania,Laptop,HighSchool,Beginner,Data,2024-05-19,20,3,18.1,6,3,6,1,92.1,0.792,1,95.2
701040,25,Asia,Mobile,HighSchool,Beginner,Business,2024-09-07,36,12,29.1,29,6,7,1,64.7,0.733,0,74.9
701041,19,Asia,Mobile,WorkingPro,Advanced,Design,2024-09-05,36,26,29.2,60,3,4,0,63.2,0.984,1,100
701042,16,Asia,Tablet,HighSchool,Beginner,Business,2024-05-16,20,24,24.7,38,6,7,1,59.6,1,1,96.7
701043,19,Africa,Mobile,WorkingPro,Beginner,Programming,2024-05-17,20,18,22.7,18,6,5,5,97.5,0.939,1,100
701044,25,Oceania,Laptop,Graduate,Advanced,Data,2024-02-06,6,24,2.2,47,8,3,1,57.7,1,0,63.6
701045,24,Europe,Laptop,Graduate,Beginner,Programming,2024-10-15,42,18,8,33,8,4,3,64.9,1,0,74.1
701046,22,Americas,Tablet,Graduate,Intermediate,Data,2024-10-17,42,9,29.2,15,9,8,1,76,0.977,1,100
701047,22,Europe,Mobile,Undergrad,Intermediate,Marketing,2024-09-29,39,9,10.2,27,5,3,3,47.8,,0,57.2
701048,16,Africa,Laptop,Undergrad,Beginner,Marketing,2024-12-21,51,11,6.5,5,6,3,1,71.3,0.864,1,83.1
701049,31,Europe,Laptop,Graduate,Beginner,Marketing,2024-01-29,5,30,6.5,49,10,4,4,39.1,0.933,0,65.5
701050,24,Asia,Laptop,Graduate,Advanced,Programming,2024-01-31,5,26,10.7,48,5,0,1,62.8,0.971,0,67.7
701051,29,Asia,Laptop,Undergrad,Advanced,Business,2024-11-24,47,10,3.4,16,2,2,1,63.4,0.972,1,60.9
701052,25,Americas,Mobile,Undergrad,Beginner,Design,2024-04-15,16,31,17.8,46,5,3,1,54.7,0.975,1,89.3
701053,24,Asia,Tablet,Graduate,Intermediate,Data,2024-06-15,24,11,17.8,13,10,1,2,58.1,0.725,0,64.5
701054,26,Americas,Tablet,Graduate,Beginner,Data,2024-11-29,48,18,30.6,22,8,2,1,71.5,0.841,1,95.1
701055,23,Europe,Mobile,Undergrad,Beginner,Data,2024-04-26,17,60,25.8,101,14,5,1,67.4,0.987,1,99.9
701056,23,Europe,Laptop,WorkingPro,Beginner,Design,2024-04-12,15,31,24.5,33,5,6,1,91.5,1,1,100
701057,22,Europe,Mobile,Graduate,Intermediate,Business,2024-05-30,22,7,43.4,15,7,4,0,61.9,0.671,1,81.7
701058,30,Asia,Mobile,WorkingPro,Intermediate,Data,2024-02-21,8,23,4.7,30,10,4,2,62.8,0.625,0,53.9
701059,24,Asia,Laptop,WorkingPro,Beginner,Programming,2024-10-25,43,10,16.9,5,5,5,1,41.3,0.838,0,53.6
701060,32,Americas,Laptop,HighSchool,Intermediate,Data,2024-01-25,4,22,7.9,19,8,2,1,68.2,1,0,68
701061,22,Americas,Tablet,Undergrad,Intermediate,Data,2024-05-29,22,7,11.1,11,4,3,1,83.9,0.729,0,85.8
701062,27,Africa,Tablet,HighSchool,Intermediate,Data,2024-02-17,7,26,12.7,24,5,0,0,45.4,0.931,0,48.7
701063,20,Asia,Mobile,Graduate,Beginner,Business,2024-08-07,32,21,7.3,38,8,4,1,70.7,0.87,0,84.9
701064,16,Asia,Mobile,WorkingPro,Beginner,Data,2024-06-10,24,33,16.3,36,9,4,2,61.6,0.844,0,64.9
701065,21,Americas,Mobile,Undergrad,Beginner,Business,2024-04-07,14,19,11.6,24,8,5,2,51.9,0.677,0,66.2
701066,25,Asia,Mobile,Graduate,Beginner,Marketing,2024-12-07,49,9,29.8,16,6,5,0,52.1,0.848,0,65
701067,32,Asia,Laptop,Undergrad,Intermediate,Design,2024-04-24,17,16,31.2,17,10,8,2,73.1,0.669,0,78.2
701068,21,Asia,Laptop,HighSchool,Advanced,Data,2024-02-03,5,20,15.2,17,4,3,0,62.2,0.853,1,72.4
701069,19,Asia,Tablet,Undergrad,Advanced,Business,2024-06-07,23,23,31.4,11,6,3,0,65.2,0.855,1,98.9
701070,20,Africa,Laptop,Graduate,Intermediate,Business,2024-08-01,31,16,45.8,6,10,6,4,52.6,0.714,1,81.3
701071,31,Africa,Mobile,Undergrad,Beginner,Data,2024-06-19,25,19,17.2,25,5,1,1,63.7,0.907,1,89
701072,25,Asia,Laptop,Undergrad,Intermediate,Programming,2024-10-14,42,16,14.5,27,5,3,0,63.6,0.916,0,59
701073,21,Americas,Mobile,Undergrad,Beginner,Business,2024-04-12,15,26,57,53,9,7,1,47.6,0.848,0,63.9
701074,18,Africa,Mobile,HighSchool,Beginner,Programming,2024-12-22,51,11,12.1,16,5,4,2,70.3,0.861,0,77.5
701075,24,Americas,Mobile,Undergrad,Beginner,Design,2024-07-03,27,11,8.7,24,7,4,2,60.6,0.734,0,56.4
701076,31,Europe,Mobile,WorkingPro,Advanced,Business,2024-04-06,14,31,,28,6,2,1,49.5,0.95,0,65.6
701077,19,Asia,Mobile,HighSchool,Intermediate,Programming,2024-12-02,49,7,32,23,4,7,1,38.4,0.817,0,57.7
701078,18,Asia,Laptop,Undergrad,Beginner,Data,2024-05-29,22,20,9.4,47,5,5,1,64.9,1,0,66.6
701079,28,Asia,Mobile,HighSchool,Beginner,Programming,2024-04-18,16,46,7.2,70,10,4,2,67.6,0.865,0,75.7
701080,25,Oceania,Tablet,Undergrad,Beginner,Marketing,2024-08-22,34,11,26.3,9,7,9,0,67,0.898,0,75.8
701081,35,Asia,Mobile,Graduate,Beginner,Data,2024-05-01,18,5,7.9,9,5,5,3,73.5,0.867,0,60.8
701082,30,Africa,Mobile,HighSchool,Advanced,Business,2024-03-14,11,11,26.2,25,8,1,1,35.6,0.867,0,67.8
701083,20,Asia,Mobile,Graduate,Beginner,Business,2024-10-24,43,21,12.3,14,7,2,0,70.8,1,1,84.9
701084,26,Asia,Mobile,HighSchool,Intermediate,Business,2024-08-18,33,21,21.1,38,6,3,5,60.1,0.713,0,69.7
701085,27,Europe,Laptop,HighSchool,Beginner,Business,2024-05-26,21,46,17,59,4,6,2,91.3,,1,100
701086,21,Asia,Mobile,HighSchool,Advanced,Data,2024-02-24,8,15,17.8,27,3,3,3,51,0.906,1,80.5
701087,18,Oceania,Mobile,WorkingPro,Beginner,Programming,2024-07-18,29,6,14,22,7,4,0,80.7,0.775,0,89.3
701088,28,Americas,Laptop,Undergrad,Intermediate,Programming,2024-10-28,44,26,29.9,38,11,5,3,82.5,0.906,1,92.7
701089,32,Europe,Mobile,Undergrad,Intermediate,Design,2024-03-20,12,10,15.5,22,3,5,2,56.9,1,1,87.8
701090,27,Americas,Mobile,WorkingPro,Beginner,Business,2024-08-20,34,21,25.7,27,7,3,2,64.5,,0,72.2
701091,24,Africa,Mobile,Undergrad,Beginner,Marketing,2024-06-13,24,48,17.3,42,10,1,2,67.5,1,1,80.5
701092,26,Asia,Mobile,Undergrad,Beginner,Design,2024-04-26,17,13,14.5,14,10,8,1,78.8,0.89,1,89.2
701093,24,Oceania,Mobile,Undergrad,Beginner,Programming,2024-02-20,8,11,6.5,21,6,4,2,49.7,0.841,0,61.2
701094,35,Americas,Mobile,WorkingPro,Advanced,Business,2024-03-06,10,14,26.9,15,6,6,0,84,,1,87
701095,22,Asia,Tablet,WorkingPro,Beginner,Programming,2024-10-24,43,15,21.7,44,3,3,2,75.6,0.947,1,94.4
701096,39,Europe,Laptop,Graduate,Intermediate,Data,2024-06-29,26,26,25,25,5,4,2,78.8,0.838,0,89.8
701097,19,Asia,Mobile,Undergrad,Intermediate,Programming,2024-11-22,47,7,24.3,0,5,4,2,36.6,0.832,0,72.1
701098,21,Oceania,Mobile,Undergrad,Advanced,Design,2024-08-15,33,7,38.9,8,6,5,3,62.5,0.808,0,74.5
701099,29,Asia,Laptop,Undergrad,Beginner,Design,2024-03-14,11,7,23.6,7,7,7,1,84.4,0.742,0,77.2
701100,30,Asia,Laptop,Undergrad,Advanced,Data,2024-03-05,10,16,20.4,18,8,5,3,60.8,0.691,0,57.6
701101,25,Americas,Mobile,Undergrad,Beginner,Programming,2024-10-12,41,6,9.6,11,7,5,1,74,0.868,1,95.5
701102,31,Asia,Mobile,WorkingPro,Intermediate,Marketing,2024-09-03,36,12,15.7,26,9,4,5,73.8,1,1,76
701103,40,Asia,Mobile,WorkingPro,Advanced,Programming,2024-10-24,43,19,18.4,19,6,4,2,65.2,0.784,1,84.2
701104,28,Europe,Laptop,Undergrad,Advanced,Design,2024-03-06,10,6,7.3,10,5,2,0,58.3,0.828,0,46.2
701105,34,Africa,Mobile,Undergrad,Advanced,Data,2024-06-27,26,18,10.8,15,14,0,1,61.4,0.716,0,45.6
701106,21,Asia,Mobile,HighSchool,Intermediate,Business,2024-03-11,11,10,10.1,26,5,5,1,46.1,0.743,0,57.1
701107,37,Africa,Laptop,WorkingPro,Beginner,Business,2024-01-24,4,16,15.3,18,6,3,1,72.1,0.872,1,80.5
701108,16,Asia,Mobile,Undergrad,Intermediate,Design,2024-10-01,40,16,39.5,13,7,5,3,71.8,0.9,1,86
701109,25,Asia,Mobile,Undergrad,Intermediate,Marketing,2024-12-14,50,31,3.8,37,6,0,1,74.8,1,0,73.5
701110,16,Asia,Mobile,Undergrad,Intermediate,Business,2024-01-15,3,13,30.1,21,9,4,0,70.8,0.752,0,69
701111,20,Asia,Laptop,Undergrad,Beginner,Data,2024-04-08,15,10,5.6,18,6,4,0,59.7,0.911,0,61.5
701112,26,Asia,Laptop,WorkingPro,Intermediate,Programming,2024-11-08,45,19,18.6,23,9,4,2,74.6,0.894,1,88.5
701113,26,Europe,Tablet,Undergrad,Intermediate,Programming,2024-03-07,10,33,37.5,43,9,6,3,59.3,0.975,0,64.7
701114,25,Americas,Tablet,HighSchool,Advanced,Business,2024-07-21,29,8,4.6,23,5,4,2,62.4,1,1,61.7
701115,23,Asia,Laptop,Undergrad,Intermediate,Design,2024-10-30,44,18,30.4,34,6,4,3,68.1,0.599,0,69.8
701116,25,Africa,Mobile,WorkingPro,Advanced,Programming,2024-07-30,31,11,17.1,0,6,3,1,53.4,0.802,0,66.1
701117,20,Africa,Mobile,HighSchool,Beginner,Programming,2024-03-17,11,29,11.1,15,10,3,0,82.7,0.953,1,80.9
701118,23,Americas,Mobile,Undergrad,Intermediate,Data,2024-07-15,29,22,9.7,37,4,10,2,100,0.802,1,100
701119,39,Europe,Mobile,WorkingPro,Intermediate,Programming,2024-02-11,6,30,3.7,46,4,1,0,64.8,0.772,0,67.4
701120,16,Africa,Tablet,HighSchool,Beginner,Data,2024-09-20,38,8,11.3,19,4,2,1,55,0.793,0,50.7
701121,16,Americas,Mobile,Graduate,Advanced,Programming,2024-01-11,2,28,26.1,52,6,2,2,74.1,0.803,0,74.4
701122,20,Asia,Mobile,Undergrad,Intermediate,Marketing,2024-10-01,40,21,20.6,26,8,7,1,94.2,0.832,0,76.5
701123,22,Oceania,Tablet,Undergrad,Intermediate,Business,2024-04-28,17,17,11.1,21,9,2,1,67.1,0.828,1,85
701124,32,Asia,Mobile,HighSchool,Intermediate,Data,2024-04-19,16,17,20.2,7,11,6,3,65,0.646,0,73
701125,22,Asia,Mobile,Graduate,Beginner,Business,2024-06-03,23,13,26.7,13,8,9,2,74.8,0.767,0,85.7
701126,34,Americas,Mobile,WorkingPro,Beginner,Marketing,2024-03-29,13,25,30,26,6,4,5,60,0.798,0,69.5
701127,18,Europe,Mobile,WorkingPro,Beginner,Programming,2024-11-06,45,19,31.2,28,12,4,1,57.8,0.824,0,67.1
701128,26,Asia,Mobile,HighSchool,Beginner,Data,2024-04-03,14,25,15.9,40,16,1,0,86.3,0.549,0,69.6
701129,31,Europe,Laptop,WorkingPro,Beginner,Business,2024-07-24,30,10,10.2,8,4,3,6,56.7,0.98,1,83
701130,29,Oceania,Mobile,WorkingPro,Beginner,Business,2024-03-24,12,25,17.5,9,9,2,1,79.7,0.898,1,82
701131,31,Africa,Mobile,Graduate,Intermediate,Programming,2024-10-09,41,19,34.3,20,5,4,2,69.4,1,1,85.2
701132,20,Europe,Mobile,Graduate,Intermediate,Data,2024-07-10,28,14,4.5,20,11,2,2,81.3,0.981,0,83.2
701133,19,Americas,Mobile,Undergrad,Advanced,Business,2024-01-28,4,13,6.3,10,12,2,1,76.2,1,1,80.4
701134,31,Africa,Laptop,Graduate,Beginner,Data,2024-08-13,33,30,12.9,30,11,5,0,42,,1,98.5
701135,16,Americas,Laptop,Undergrad,Beginner,Data,2024-06-22,25,21,12.3,38,9,2,1,69.2,0.934,0,70.5
701136,19,Asia,Laptop,Undergrad,Intermediate,Business,2024-05-15,20,9,18.1,25,4,0,3,68.1,0.774,0,57.9
701137,27,Europe,Laptop,Undergrad,Intermediate,Programming,2024-08-15,33,18,43.6,24,7,5,1,72.4,0.988,1,100
701138,26,Europe,Mobile,Undergrad,Beginner,Design,2024-10-06,40,5,41.8,17,8,3,0,67.2,0.866,0,72.8
